L,q,F,h,T,m,s_max,s_mean,steps_to_const,is_constant,avg_mobility
10,40,3,0.5,0.7,1,0.16,0.06666666666666667,1050001,True,0.06082599999995549
10,40,3,0.5,0.7,3,0.18,0.07692307692307693,1050001,True,0.03999999999997522
10,40,3,0.5,0.7,2,0.18,0.0625,1050001,True,0.06767199999995206
10,40,3,0.5,0.7,4,0.12,0.07142857142857144,1050001,True,0.060809999999954706
10,40,3,0.5,0.7,5,0.22,0.0625,1050001,True,0.10764160000003309
10,40,3,0.05,0.3,6,0.09473684210526316,0.014705882352941176,10000000,False,0.9869120000001604
10,40,3,0.5,0.7,6,0.22,0.07142857142857144,1050001,True,0.062404799999953756
10,40,3,0.5,0.7,9,0.16,0.07142857142857144,1050001,True,0.06373999999995417
10,40,3,0.5,0.7,7,0.12,0.0625,1050001,True,0.08665279999994502
10,40,3,0.5,0.7,10,0.18,0.07142857142857144,1050001,True,0.01999999999998761
10,40,3,0.5,0.7,8,0.2,0.0625,1050001,True,0.03999999999997522
10,40,3,0.05,0.3,8,0.05263157894736842,0.01492537313432836,10000000,False,0.9703520000003194
10,40,3,0.05,0.3,7,0.06315789473684211,0.013157894736842105,10000000,False,0.9710174736845246
10,40,3,0.05,0.3,9,0.042105263157894736,0.014285714285714287,10000000,False,0.9775692631581512
20,40,3,0.05,0.3,1,0.9552631578947368,0.1,1050001,True,0.04424578947368975
20,40,3,0.05,0.3,2,0.95,0.058823529411764705,1050001,True,0.043160105263163315
20,40,3,0.05,0.3,3,0.95,0.058823529411764705,1050001,True,0.05335973684213709
20,40,3,0.05,0.3,4,0.9552631578947368,0.07142857142857142,1050001,True,0.05038726315791054
20,40,3,0.05,0.3,5,0.9657894736842105,0.07692307692307693,1050001,True,0.03242294736841976
20,40,3,0.05,0.3,6,0.9973684210526316,0.5,1050001,True,0.0026315789473697272
20,40,3,0.05,0.7,3,0.7026315789473684,0.1111111111111111,1000001,True,0.0
20,40,3,0.05,0.3,9,0.9736842105263158,0.1,1050001,True,0.02377584210526326
20,40,3,0.05,0.3,8,0.9473684210526315,0.05263157894736842,1050001,True,0.05276463157897605
20,40,3,0.05,0.3,7,0.9105263157894737,0.05,1050001,True,0.08164810526318549
20,40,3,0.05,0.7,6,0.13157894736842105,0.058823529411764705,1000001,True,0.0
20,40,3,0.05,0.3,10,0.9605263157894737,0.08333333333333334,1050001,True,0.033512947368419956
20,40,3,0.05,0.7,2,0.3868421052631579,0.07692307692307693,1050001,True,0.015271157894734504
20,40,3,0.05,0.7,1,0.4394736842105263,0.06666666666666667,1050001,True,0.008681999999995861
20,40,3,0.05,0.7,4,0.25,0.058823529411764705,1050001,True,0.006888263157893338
20,40,3,0.05,0.7,8,0.7078947368421052,0.08333333333333334,1050001,True,0.011653263157891934
20,40,3,0.05,0.7,7,0.6131578947368421,0.07692307692307693,1050001,True,0.011685789473683044
20,40,3,0.05,0.7,5,0.3473684210526316,0.047619047619047616,1050001,True,0.01303131578947265
20,40,3,0.05,0.7,9,0.45789473684210524,0.0625,1050001,True,0.015255631578945005
20,40,3,0.05,0.7,10,0.5052631578947369,0.07692307692307693,1050001,True,0.011307368421050719
10,40,3,0.5,0.3,1,0.06,0.022727272727272728,10000000,False,0.9567391999999799
10,40,3,0.5,0.3,4,0.04,0.021739130434782608,10000000,False,0.9525067999999595
20,40,3,0.5,0.3,2,0.735,0.03225806451612903,1050001,True,0.15323770000001094
20,40,3,0.5,0.3,1,0.825,0.03333333333333333,1050001,True,0.11429429999999074
20,40,3,0.5,0.3,4,0.76,0.026315789473684213,1050001,True,0.20686019999998168
20,40,3,0.5,0.3,3,0.535,0.013513513513513513,1050001,True,0.3715460000000023
20,40,3,0.5,0.3,6,0.74,0.024390243902439025,1050001,True,0.19614299999999266
20,40,3,0.5,0.3,5,0.57,0.015151515151515152,1050001,True,0.38236260000000827
20,40,3,0.5,0.7,1,0.055,0.022222222222222223,1000001,True,0.0
20,40,3,0.5,0.7,3,0.06,0.025,1000001,True,0.0
20,40,3,0.5,0.7,2,0.08,0.03125,1050001,True,0.009999999999993806
20,40,3,0.5,0.3,8,0.56,0.015384615384615385,1050001,True,0.3679446999999975
20,40,3,0.5,0.3,9,0.535,0.012987012987012986,1050001,True,0.4073736000000019
20,40,3,0.5,0.7,5,0.125,0.030303030303030304,1050001,True,0.009999999999993806
20,40,3,0.5,0.7,4,0.085,0.030303030303030304,1050001,True,0.009999999999993806
20,40,3,0.5,0.3,7,0.07,0.00847457627118644,1050001,True,0.7493863000000006
20,40,3,0.5,0.3,10,0.16,0.009900990099009901,1050001,True,0.6809956999999927
20,40,3,0.5,0.7,6,0.06,0.02127659574468085,1050001,True,0.004999999999996903
20,40,3,0.5,0.7,8,0.07,0.025641025641025644,1000001,True,0.0
20,40,3,0.5,0.7,7,0.075,0.02127659574468085,1050001,True,0.004999999999996903
20,40,3,0.5,0.7,9,0.07,0.029411764705882356,1050001,True,0.015000499999988776
20,40,3,0.5,0.7,10,0.06,0.023809523809523808,1050001,True,0.004999999999996903
30,40,3,0.05,0.3,1,0.9953216374269006,0.5,1000001,True,0.0
30,40,3,0.05,0.3,2,0.9976608187134502,0.3333333333333333,1050001,True,0.002339181286547747
30,40,3,0.05,0.3,8,0.9964912280701754,0.5,1000001,True,0.0
30,40,3,0.05,0.3,3,0.9883040935672515,0.1111111111111111,1050001,True,0.009786549707600825
30,40,3,0.5,0.3,1,0.9555555555555556,0.1111111111111111,1050001,True,0.013698177777775815
30,40,3,0.05,0.3,10,0.9988304093567252,0.5,1000001,True,0.0
30,40,3,0.05,0.3,5,0.9941520467836257,0.16666666666666666,1050001,True,0.0038638362573101574
30,40,3,0.05,0.3,6,0.9906432748538012,0.14285714285714285,1050001,True,0.006559391812864796
30,40,3,0.05,0.7,3,0.9064327485380117,0.16666666666666666,1000001,True,0.0
30,40,3,0.05,0.7,4,0.8280701754385965,0.16666666666666666,1000001,True,0.0
30,40,3,0.05,0.3,4,0.991812865497076,0.25,1050001,True,0.002463321637425972
30,40,3,0.05,0.3,7,0.9988304093567252,0.5,1050001,True,0.0011695906432738735
30,40,3,0.5,0.3,2,0.9777777777777777,0.1,1050001,True,0.01892026666666533
30,40,3,0.05,0.3,9,0.9906432748538012,0.1111111111111111,1050001,True,0.009328514619879616
30,40,3,0.05,0.7,2,0.8935672514619883,0.125,1050001,True,0.001783812865495906
40,20,3,0.5,0.3,9,0.9775,0.125,1000001,True,0.0
30,40,3,0.05,0.7,1,0.42923976608187137,0.05,1050001,True,0.0011695906432738735
30,40,3,0.05,0.7,5,0.9216374269005848,0.25,1050001,True,0.0011695906432738735
30,40,3,0.05,0.7,6,0.5239766081871345,0.07692307692307693,1050001,True,0.008777684210525986
30,40,3,0.05,0.7,7,0.7625730994152047,0.07142857142857142,1050001,True,0.006775625730998992
30,40,3,0.05,0.7,8,0.752046783625731,0.1111111111111111,1050001,True,0.002339181286547747
30,40,3,0.05,0.7,9,0.8011695906432749,0.125,1050001,True,0.0011695906432738735
30,40,3,0.05,0.7,10,0.7801169590643274,0.07692307692307693,1050001,True,0.004631181286546177
30,40,3,0.5,0.3,3,0.9888888888888889,0.2,1000001,True,0.0
30,40,3,0.5,0.3,4,0.9444444444444444,0.2,1000001,True,0.0
30,40,3,0.5,0.3,8,0.9733333333333334,0.1111111111111111,1000001,True,0.0
30,40,3,0.5,0.3,5,0.9577777777777777,0.058823529411764705,1050001,True,0.04147111111111591
30,40,3,0.5,0.7,1,0.044444444444444446,0.012048192771084338,1000001,True,0.0
30,40,3,0.5,0.7,2,0.05555555555555555,0.012345679012345678,1000001,True,0.0
30,40,3,0.5,0.3,6,0.9822222222222222,0.125,1050001,True,0.01448968888888529
30,40,3,0.5,0.7,4,0.035555555555555556,0.011764705882352941,1000001,True,0.0
30,40,3,0.5,0.3,10,0.9377777777777778,0.047619047619047616,1050001,True,0.04239555555555937
30,40,3,0.5,0.7,3,0.044444444444444446,0.011235955056179777,1000001,True,0.0
30,40,3,0.5,0.3,9,0.9022222222222223,0.027777777777777776,1050001,True,0.05589804444443768
30,40,3,0.5,0.7,5,0.028888888888888888,0.011111111111111112,1000001,True,0.0
30,40,3,0.5,0.7,6,0.03777777777777778,0.013157894736842106,1000001,True,0.0
30,40,3,0.5,0.3,7,0.98,0.125,1050001,True,0.011182977777774545
30,40,3,0.5,0.7,7,0.05333333333333334,0.011235955056179777,1000001,True,0.0
30,40,3,0.5,0.7,9,0.057777777777777775,0.011627906976744188,1000001,True,0.0
30,40,3,0.5,0.7,10,0.035555555555555556,0.011764705882352941,1000001,True,0.0
30,40,3,0.5,0.7,8,0.042222222222222223,0.012048192771084338,1000001,True,0.0
40,40,3,0.05,0.3,1,1.0,1.0,1000001,True,0.0
40,40,3,0.05,0.3,3,0.9993421052631579,0.5,1050001,True,0.0007146184210527104
40,40,3,0.05,0.3,2,0.9967105263157895,0.25,1050001,True,0.001237302631578586
40,40,3,0.05,0.3,5,0.9986842105263158,0.33333333333333337,1050001,True,0.001581473684210234
40,40,3,0.05,0.3,4,0.9993421052631579,0.5,1050001,True,0.000676421052631814
40,40,3,0.5,0.3,1,0.9825,0.07142857142857144,1000001,True,0.0
40,40,3,0.5,0.3,2,0.9975,0.33333333333333337,1000001,True,0.0
40,40,3,0.05,0.3,6,1.0,1.0,1000001,True,0.0
40,40,3,0.5,0.3,3,0.9725,0.0625,1000001,True,0.0
40,40,3,0.05,0.3,8,0.9973684210526316,0.33333333333333337,1000001,True,0.0
40,40,3,0.05,0.3,7,1.0,1.0,1000001,True,0.0
40,40,3,0.05,0.7,2,0.825,0.125,1000001,True,0.0
40,40,3,0.05,0.7,1,0.9197368421052632,0.125,1000001,True,0.0
40,40,3,0.05,0.7,3,0.5098684210526315,0.09090909090909091,1000001,True,0.0
40,40,3,0.05,0.7,4,0.8493421052631579,0.14285714285714285,1000001,True,0.0
40,40,3,0.05,0.3,9,0.9986842105263158,0.33333333333333337,1050001,True,0.0013157894736848636
40,40,3,0.05,0.3,10,0.9967105263157895,0.2,1050001,True,0.002322381578947307
40,40,3,0.05,0.7,6,0.631578947368421,0.1,1050001,True,0.0015933157894736322
40,40,3,0.05,0.7,8,0.9473684210526315,0.14285714285714285,1050001,True,0.0006578947368424318
40,40,3,0.05,0.7,7,0.8888157894736842,0.14285714285714285,1050001,True,0.0006578947368424318
40,40,3,0.05,0.7,10,0.975,0.14285714285714285,1050001,True,0.001973684210526031
40,40,3,0.05,0.7,5,0.8914473684210527,0.1111111111111111,1050001,True,0.0013157894736848636
40,40,3,0.05,0.7,9,0.9756578947368421,0.1111111111111111,1050001,True,0.002420539473685313
40,40,3,0.5,0.3,4,0.995,0.2,1000001,True,0.0
40,40,3,0.5,0.3,6,0.69,0.07142857142857144,1000001,True,0.0
40,40,3,0.5,0.3,5,0.97875,0.07692307692307693,1050001,True,0.01309505000000074
40,40,3,0.5,0.3,7,0.9925,0.2,1000001,True,0.0
40,40,3,0.5,0.3,8,0.99,0.14285714285714288,1000001,True,0.0
10,80,3,0.05,0.7,1,0.08421052631578947,0.01818181818181818,1050001,True,0.4836170526317554
10,80,3,0.05,0.7,2,0.12631578947368421,0.01694915254237288,1050001,True,0.5647656842101827
40,40,3,0.5,0.7,1,0.03,0.006578947368421053,1000001,True,0.0
40,40,3,0.5,0.3,9,0.98,0.09090909090909091,1050001,True,0.012950825000000455
40,40,3,0.5,0.3,10,0.97875,0.07692307692307693,1050001,True,0.013370275000000773
40,40,3,0.5,0.7,2,0.02875,0.006024096385542169,1000001,True,0.0
10,80,3,0.05,0.7,3,0.08421052631578947,0.018518518518518517,1050001,True,0.49005789473694567
10,80,3,0.05,0.7,4,0.10526315789473684,0.02040816326530612,1050001,True,0.43710442105290415
10,80,3,0.05,0.7,5,0.17894736842105263,0.020833333333333336,1050001,True,0.4260021052633049
40,40,3,0.5,0.7,3,0.025,0.006535947712418301,1000001,True,0.0
40,40,3,0.5,0.7,4,0.02125,0.006578947368421053,1000001,True,0.0
10,80,3,0.05,0.7,6,0.12631578947368421,0.023255813953488372,1050001,True,0.35732884210528454
40,40,3,0.5,0.7,6,0.025,0.005952380952380952,1000001,True,0.0
40,40,3,0.5,0.7,5,0.03,0.006896551724137932,1000001,True,0.0
10,80,3,0.05,0.7,7,0.12631578947368421,0.023809523809523808,1050001,True,0.34465494736856783
40,40,3,0.5,0.7,7,0.02875,0.006896551724137932,1000001,True,0.0
40,40,3,0.5,0.7,8,0.02375,0.006410256410256411,1000001,True,0.0
10,80,3,0.05,0.3,1,0.031578947368421054,0.01149425287356322,10000000,False,0.9994231578947448
10,80,3,0.05,0.3,2,0.042105263157894736,0.01234567901234568,10000000,False,0.9979372631579225
10,80,3,0.05,0.3,3,0.031578947368421054,0.012195121951219511,10000000,False,0.999717052631583
10,80,3,0.05,0.3,4,0.031578947368421054,0.011627906976744186,10000000,False,0.9969465263158304
10,80,3,0.05,0.7,9,0.10526315789473684,0.025,1050001,True,0.3641151578947559
40,40,3,0.5,0.7,9,0.02,0.006578947368421053,1000001,True,0.0
10,80,3,0.05,0.7,10,0.12631578947368421,0.02564102564102564,1050001,True,0.29777873684184264
10,80,3,0.05,0.7,8,0.09473684210526316,0.023255813953488372,1050001,True,0.34849747368433387
40,40,3,0.5,0.7,10,0.0225,0.006289308176100628,1000001,True,0.0
10,80,3,0.05,0.3,5,0.042105263157894736,0.011764705882352941,10000000,False,0.9990054736842241
10,80,3,0.05,0.3,6,0.042105263157894736,0.011627906976744186,10000000,False,0.9979637894737118
10,80,3,0.5,0.7,1,0.1,0.027777777777777776,1050001,True,0.49523399999999346
10,80,3,0.5,0.7,2,0.12,0.03125,1050001,True,0.4184555999999232
10,80,3,0.5,0.7,3,0.12,0.04,1050001,True,0.2821831999999914
10,80,3,0.5,0.7,4,0.12,0.045454545454545456,1050001,True,0.24091039999999303
10,80,3,0.5,0.7,5,0.14,0.043478260869565216,1050001,True,0.3147779999999723
10,80,3,0.5,0.7,7,0.1,0.03125,1050001,True,0.39038479999993086
10,80,3,0.5,0.7,6,0.08,0.027777777777777776,1050001,True,0.4321015999999435
10,80,3,0.5,0.7,8,0.08,0.04166666666666667,1050001,True,0.25755359999999744
10,80,3,0.5,0.7,9,0.18,0.038461538461538464,1050001,True,0.35084279999992707
10,80,3,0.5,0.7,10,0.14,0.03225806451612903,1050001,True,0.3274715999999563
10,80,3,0.05,0.3,7,0.031578947368421054,0.012195121951219511,10000000,False,0.9985983157894927
20,80,3,0.05,0.3,1,0.8552631578947368,0.018867924528301886,1050001,True,0.1578486842106058
20,80,3,0.05,0.3,4,0.8473684210526315,0.0196078431372549,1050001,True,0.1514489473682718
20,80,3,0.05,0.3,2,0.48947368421052634,0.016666666666666666,1050001,True,0.20814773684213297
20,80,3,0.05,0.3,3,0.75,0.014705882352941176,1050001,True,0.25085078947367095
20,80,3,0.05,0.3,5,0.5973684210526315,0.00819672131147541,1050001,True,0.41334289473692093
20,80,3,0.05,0.3,8,0.8842105263157894,0.03225806451612903,1050001,True,0.1082789473684782
10,80,3,0.05,0.3,8,0.031578947368421054,0.01149425287356322,10000000,False,0.9988402105263317
20,80,3,0.05,0.3,7,0.43157894736842106,0.009009009009009009,1050001,True,0.4049577368421909
20,80,3,0.05,0.3,6,0.4473684210526316,0.005347593582887701,1050001,True,0.5736555263155063
10,80,3,0.05,0.3,9,0.042105263157894736,0.012048192771084338,10000000,False,0.9993046315789569
20,80,3,0.05,0.3,9,0.3473684210526316,0.0075187969924812035,1050001,True,0.5686772631575238
10,80,3,0.05,0.3,10,0.042105263157894736,0.0125,10000000,False,0.9978574736842397
10,80,3,0.5,0.3,1,0.06,0.022727272727272728,10000000,False,0.9595467999999966
10,80,3,0.5,0.3,2,0.06,0.022222222222222223,10000000,False,0.9652304000000459
10,80,3,0.5,0.3,3,0.04,0.020408163265306124,10000000,False,0.9830696000001741
10,80,3,0.5,0.3,4,0.06,0.022222222222222223,10000000,False,0.9672568000000644
10,80,3,0.5,0.3,5,0.04,0.021739130434782608,10000000,False,0.9712608000000922
10,80,3,0.5,0.3,8,0.04,0.021739130434782608,10000000,False,0.968778400000074
10,80,3,0.5,0.3,6,0.04,0.020833333333333336,10000000,False,0.9805204000001564
10,80,3,0.5,0.3,7,0.04,0.022222222222222223,10000000,False,0.9814112000001527
10,80,3,0.5,0.3,10,0.06,0.024390243902439025,10000000,False,0.9560995999999802
10,80,3,0.5,0.3,9,0.04,0.02127659574468085,10000000,False,0.9725312000001023
20,80,3,0.05,0.7,1,0.10789473684210527,0.022222222222222223,1050001,True,0.05850589473686968
20,80,3,0.05,0.3,10,0.8,0.018518518518518517,1050001,True,0.19871252631581923
20,80,3,0.05,0.7,3,0.23421052631578948,0.027027027027027025,1050001,True,0.04183984210528079
20,80,3,0.05,0.7,2,0.29473684210526313,0.02040816326530612,1050001,True,0.0690233684210165
20,80,3,0.05,0.7,4,0.2394736842105263,0.021739130434782608,1050001,True,0.06157026315789791
20,80,3,0.05,0.7,5,0.08157894736842106,0.021739130434782608,1050001,True,0.04578810526316264
20,80,3,0.05,0.7,7,0.28421052631578947,0.023255813953488372,1050001,True,0.059300947368443546
20,80,3,0.05,0.7,6,0.16842105263157894,0.02564102564102564,1050001,True,0.047692578947370515
20,80,3,0.05,0.7,8,0.23684210526315788,0.025,1050001,True,0.056075631578977644
20,80,3,0.05,0.7,10,0.14736842105263157,0.02040816326530612,1050001,True,0.05770178947370298
20,80,3,0.05,0.7,9,0.19473684210526315,0.02564102564102564,1050001,True,0.04539568421052848
20,80,3,0.5,0.7,1,0.07,0.025,1050001,True,0.025188900000003726
20,80,3,0.5,0.7,3,0.12,0.025,1050001,True,0.030283799999978336
20,80,3,0.5,0.7,4,0.08,0.025,1050001,True,0.03551190000002765
20,80,3,0.5,0.3,7,0.025,0.006097560975609756,1050001,True,0.9384378999999938
20,80,3,0.5,0.3,6,0.02,0.005714285714285714,1050001,True,0.9415188999999734
20,80,3,0.5,0.7,2,0.065,0.025,1093236,True,0.02003489999998757
20,80,3,0.5,0.7,6,0.075,0.026315789473684213,1050001,True,0.04028079999997721
20,80,3,0.5,0.3,8,0.04,0.005988023952095808,1050001,True,0.9323356000000168
20,80,3,0.5,0.7,7,0.075,0.023809523809523808,1050001,True,0.009999999999993806
20,80,3,0.5,0.7,5,0.06,0.027777777777777776,1094963,True,0.025460700000004666
20,80,3,0.5,0.7,8,0.05,0.025,1050001,True,0.015053499999988831
20,80,3,0.5,0.7,9,0.085,0.023255813953488372,1050001,True,0.025792800000007082
20,80,3,0.5,0.7,10,0.06,0.024390243902439025,1050001,True,0.015002799999988775
30,80,3,0.05,0.3,1,0.9859649122807017,0.08333333333333333,1050001,True,0.012529169590643617
30,80,3,0.05,0.3,2,0.9777777777777777,0.05263157894736842,1050001,True,0.021852935672517174
30,80,3,0.05,0.3,3,0.9707602339181286,0.041666666666666664,1050001,True,0.027134970760245115
30,80,3,0.05,0.3,4,0.9660818713450292,0.04761904761904762,1050001,True,0.0256024327485399
30,80,3,0.05,0.3,7,0.9707602339181286,0.04,1050001,True,0.02953761403509842
30,80,3,0.05,0.3,8,0.9754385964912281,0.05882352941176471,1050001,True,0.02149922807017759
30,80,3,0.05,0.3,9,0.9836257309941521,0.07692307692307693,1050001,True,0.014935672514619323
30,80,3,0.05,0.3,5,0.9649122807017544,0.043478260869565216,1050001,True,0.036623578947347274
30,80,3,0.05,0.3,6,0.9695906432748538,0.041666666666666664,1050001,True,0.029000140350889093
30,80,3,0.05,0.7,1,0.9146198830409357,0.07142857142857142,1050001,True,0.012114666666666251
30,80,3,0.05,0.3,10,0.9789473684210527,0.05882352941176471,1050001,True,0.01932750877193233
30,80,3,0.05,0.7,3,0.45380116959064326,0.0625,1050001,True,0.008799649122802858
30,80,3,0.05,0.7,2,0.92046783625731,0.034482758620689655,1050001,True,0.019669122807019795
30,80,3,0.05,0.7,4,0.7005847953216374,0.034482758620689655,1050001,True,0.021411134502924242
30,80,3,0.05,0.7,5,0.7730994152046784,0.034482758620689655,1050001,True,0.015339157894735226
30,80,3,0.05,0.7,6,0.8315789473684211,0.05882352941176471,1050001,True,0.006840561403507729
30,80,3,0.05,0.7,8,0.5146198830409356,0.030303030303030304,1050001,True,0.017236467836252153
30,80,3,0.05,0.7,7,0.5181286549707602,0.038461538461538464,1050001,True,0.018758409356725313
30,80,3,0.5,0.3,1,0.7911111111111111,0.0136986301369863,1050001,True,0.1507911111111042
30,80,3,0.5,0.3,4,0.76,0.01282051282051282,1050001,True,0.1767580000000184
30,80,3,0.5,0.3,5,0.7066666666666667,0.009009009009009009,1050001,True,0.27081133333332547
30,80,3,0.5,0.3,2,0.6111111111111112,0.006493506493506494,1050001,True,0.35222217777780707
30,80,3,0.05,0.7,9,0.5543859649122806,0.04,1050001,True,0.012477473684212044
30,80,3,0.5,0.3,8,0.7333333333333333,0.009615384615384614,1050001,True,0.23906337777778022
30,80,3,0.5,0.3,6,0.6533333333333333,0.007936507936507936,1050001,True,0.30977973333330955
30,80,3,0.5,0.7,1,0.042222222222222223,0.012195121951219513,1000001,True,0.0
30,80,3,0.5,0.3,9,0.6444444444444445,0.007299270072992701,1050001,True,0.30764017777774993
30,80,3,0.5,0.3,7,0.29333333333333333,0.004739336492890996,1050001,True,0.5603549333333505
30,80,3,0.5,0.3,3,0.19111111111111112,0.003787878787878788,1050001,True,0.7068684888889055
30,80,3,0.5,0.3,10,0.5244444444444445,0.006896551724137931,1050001,True,0.3362885777777927
30,80,3,0.05,0.7,10,0.7812865497076024,0.037037037037037035,1050001,True,0.013992631578947033
30,80,3,0.5,0.7,2,0.03777777777777778,0.014705882352941176,1085811,True,0.004456577777772457
30,80,3,0.5,0.7,4,0.035555555555555556,0.014492753623188404,1050001,True,0.004447377777772398
30,80,3,0.5,0.7,5,0.04666666666666667,0.012345679012345678,1000001,True,0.0
30,80,3,0.5,0.7,3,0.04,0.014492753623188404,1110442,True,0.00666942222221744
30,80,3,0.5,0.7,6,0.04666666666666667,0.013513513513513513,1050001,True,0.004444488888883528
30,80,3,0.5,0.7,9,0.028888888888888888,0.012048192771084338,1000001,True,0.0
30,80,3,0.5,0.7,7,0.035555555555555556,0.013157894736842106,1050001,True,0.004446977777772409
30,80,3,0.5,0.7,8,0.035555555555555556,0.011363636363636362,1050001,True,0.0022222222222195416
30,80,3,0.5,0.7,10,0.08222222222222222,0.014285714285714287,1050001,True,0.006666666666661903
20,80,3,0.5,0.3,1,0.015,0.005405405405405406,10000000,False,0.9668531999999377
20,80,3,0.5,0.3,3,0.015,0.005494505494505495,10000000,False,0.9656118999999188
40,80,3,0.05,0.3,1,0.9901315789473685,0.0625,1050001,True,0.00962211842105464
40,80,3,0.05,0.3,2,0.9901315789473685,0.09090909090909091,1050001,True,0.008113526315789477
40,80,3,0.05,0.3,3,0.9947368421052631,0.125,1050001,True,0.004586710526316544
20,80,3,0.5,0.3,4,0.015,0.005524861878453039,10000000,False,0.9642121999999217
20,80,3,0.5,0.3,5,0.02,0.005917159763313609,10000000,False,0.9683348999999535
40,80,3,0.05,0.3,4,0.9960526315789474,0.25,1050001,True,0.0023525394736841846
40,80,3,0.05,0.3,5,0.9960526315789474,0.14285714285714285,1050001,True,0.0038027236842095176
40,80,3,0.05,0.3,6,0.9875,0.058823529411764705,1050001,True,0.010130355263159311
20,80,3,0.5,0.3,9,0.015,0.005617977528089888,10000000,False,0.9527749999999167
20,80,3,0.5,0.3,10,0.015,0.005291005291005291,10000000,False,0.9736299000000044
40,80,3,0.05,0.3,7,0.9875,0.05555555555555555,1050001,True,0.011348921052632055
40,80,3,0.05,0.3,8,0.9940789473684211,0.1,1050001,True,0.005073644736840907
20,80,3,0.5,0.3,2,0.015,0.005347593582887701,10000000,False,0.967118999999939
40,80,3,0.05,0.3,10,0.9980263157894737,0.25,1050001,True,0.002332171052631668
40,80,3,0.05,0.7,1,0.9322368421052631,0.05555555555555555,1050001,True,0.008810447368421633
40,80,3,0.05,0.3,9,0.9881578947368421,0.05555555555555555,1050001,True,0.011527210526316124
40,80,3,0.05,0.7,2,0.4072368421052632,0.047619047619047616,1050001,True,0.0035694078947358533
40,80,3,0.05,0.7,6,0.9697368421052631,0.045454545454545456,1050001,True,0.010716684210530536
40,80,3,0.05,0.7,5,0.9151315789473684,0.09090909090909091,1050001,True,0.001973684210526031
40,80,3,0.05,0.7,4,0.8986842105263158,0.0625,1050001,True,0.005157631578946354
40,80,3,0.05,0.7,3,0.5059210526315789,0.043478260869565216,1050001,True,0.005844197368420409
40,80,3,0.5,0.3,1,0.95625,0.03225806451612903,1050001,True,0.03647292500000437
40,80,3,0.5,0.3,2,0.92625,0.02127659574468085,1050001,True,0.05484392499999407
40,80,3,0.5,0.3,3,0.88875,0.013888888888888888,1050001,True,0.07846994999999918
40,80,3,0.5,0.3,4,0.88125,0.015151515151515152,1050001,True,0.0643821000000019
40,80,3,0.5,0.3,5,0.93,0.025,1050001,True,0.04850922499999829
40,80,3,0.5,0.3,6,0.94625,0.029411764705882356,1050001,True,0.03283390000000115
40,80,3,0.05,0.7,7,0.9467105263157894,0.06666666666666667,1050001,True,0.006058368421052161
40,80,3,0.5,0.3,7,0.89375,0.015873015873015872,1050001,True,0.06201652499999952
40,80,3,0.5,0.3,8,0.85375,0.01075268817204301,1050001,True,0.11883395000000078
40,80,3,0.5,0.3,9,0.94375,0.03225806451612903,1050001,True,0.025614549999996728
40,80,3,0.5,0.3,10,0.94375,0.02857142857142857,1050001,True,0.037953575000002994
